"p.value"	"fc"
"1"	0.00320575208602913	1.36029693110262
"2"	0.00562520700544083	1.9341923676227
"3"	0.811334442725943	1.0475926699781
"4"	0.00289473986122706	1.34332329998295
"5"	0.256601881310175	1.21618979131781
"6"	0.259893237774954	1.25290686078543
"7"	0.0452234718338592	1.25927765779229
"8"	0.249066623609581	1.24914140244528
"9"	0.249421987791179	1.23521981339729
"10"	6.23222591313556e-05	5.75237785453252
"11"	0.247271889110377	1.22609943541456
"12"	0.542046992130632	1.12077042290421
"13"	0.0160152498635785	1.24395309380112
"14"	0.0519665611375961	1.29563918894624
"15"	0.00114593955538255	1.67318406694904
"16"	0.0108092330565489	1.62745761767572
"17"	0.678744991042499	1.19554309357502
"18"	0.480563373600307	1.24235413232994
"19"	0.749708280741052	-1.04042004375391
"20"	0.0124546392280687	1.24065621534386
"21"	0.208785749686191	-1.34211621946561
"22"	5.69744765856633e-06	5.9103771615391
"23"	0.0581944790049352	-1.23697089080733
"24"	0.00477007154326224	1.61445305200626
"25"	0.533792321400803	-1.11932022068649
"26"	0.112946477483272	-1.21255164042285
"27"	0.0305848238669761	1.57484800136995
"28"	0.136996716296391	2.09595500450222
"29"	0.0332955961233902	2.66458498423542
"30"	0.152306331986231	-2.141109254028
"31"	0.199088291377219	1.22915223965719
"32"	0.254073321475112	1.23385686620283
"33"	0.00756603758129347	1.64448409315171
"34"	0.217740090323876	1.22137901986006
"35"	0.753261145981868	-1.053742244103
"36"	0.855535198301534	-1.06341918115803
"37"	0.0901582941847295	1.40378458308798
"38"	0.10593091482216	2.05999647386881
"39"	0.640320744696628	-1.22366799262356
"40"	0.0236899816103412	1.47336015879272
"41"	0.000186198170962784	11.3311744785076
"42"	0.0165913182703472	1.69985129770271
"43"	0.370254629737806	1.57811650616793
"44"	0.0227673075030193	1.32423639248346
"45"	0.44198787795178	-1.36676584495582
"46"	0.167636883180874	-1.20666121948718
"47"	0.992468917316918	1.00326300541434
"48"	0.0306226248676923	1.49339018817342
"49"	0.621203970251009	1.12864870094569
"50"	0.0665195374461004	1.69673148292109
"51"	0.664387404128053	1.11306996366444
"52"	0.927555214325315	-1.04567466719541
"53"	0.101409275590736	1.81257089353358
"54"	0.0723150004134154	-1.44838985616954
"55"	0.281521769106811	1.48358385313662
"56"	0.206638195603902	1.53683793241773
"57"	0.651361271668405	-1.05531065273718
"58"	0.0236282629380037	2.50309435149541
"59"	0.0243115865558978	1.41982247933625
"60"	0.104008380953794	-2.03269243234264
"61"	0.967575533718021	-1.00768020712924
"62"	0.552242127786618	1.3289254116792
"63"	0.387147397360976	-1.2108805837659
"64"	0.399275205909401	-1.35295586544993
"65"	0.262260137485719	-1.49596106433201
"66"	0.461834425479976	1.44044303672926
"67"	0.412166032547799	1.3460800072781
"68"	0.857209963904716	1.06863700905303
"69"	0.097023909756093	1.47000140745941
"70"	0.401721285571101	1.30752954814321
"71"	0.59137829900923	-1.15641975406763
"72"	0.978661745439156	1.01341494574193
"73"	0.197089509705036	1.85593231808542
"74"	0.727276097231119	1.06553306926127
"75"	0.00405783998045059	-1.7727213566653
"76"	0.266386278430041	1.38663303320509
"77"	0.261431270145325	1.39008550760572
"78"	0.00391910182320758	-2.1346874463778
"79"	0.710047329551401	-1.22867616096586
"80"	0.182229440202772	1.20874012519196
"81"	0.00772021858411942	-1.85910444944889
"82"	0.0115073591253216	-2.01599807593447
"83"	0.771728135231593	1.17647153686661
"84"	0.366540051779595	1.2749182886198
"85"	0.995698664578251	-1.00199149942167
"86"	0.852456595157598	-1.06249128375878
"87"	0.00294368827574122	2.1154833268865
"88"	0.0063833039576454	-3.38634735578747
"89"	0.285193815218018	1.34131798538587
"90"	0.442737703288183	-1.38938245245477
"91"	0.485971577168841	1.30587290080141
"92"	0.0953041533212832	1.32931673912647
"93"	0.231749953337354	1.24050502733949
"94"	0.484627211312224	-1.13562663310154
"95"	0.72152658975555	1.13574928419985
"96"	0.1878988652778	1.39479560592644
"97"	0.0727060976741079	-1.42541192969363
"98"	0.239397017200437	1.34436705727286
"99"	0.928991256916172	1.03543790978256
"100"	0.95601544081446	1.00753540999232
"101"	0.060168411293649	-1.45824085471747
"102"	0.467368584568117	-1.19432901471303
"103"	0.0092843552427227	4.67726730136363
"104"	0.32880217496142	1.21440671879511
"105"	0.725259439338556	1.06056789844835
"106"	0.825986824728777	1.11225343094435
"107"	0.985943290035503	1.00297232936776
"108"	0.00185581310656939	-3.6350721630508
"109"	0.34096569754802	1.6248959917106
"110"	0.853804200011945	1.03130606033224
"111"	0.812385494931236	-1.09862933672438
"112"	0.0998846160723436	1.56959318967585
"113"	0.0246097506064805	-1.46048349956862
"114"	0.101898522782434	2.19076633486121
"115"	0.947964830882523	1.01724475079876
"116"	0.865742045575418	1.03805591570809
"117"	0.791403697091245	1.05895291221346
"118"	0.403870539544066	1.39873798401262
"119"	0.0125630925961653	3.04363614175618
"120"	0.174092730955926	-2.09380282449433
"121"	0.848984449377822	1.07933769972746
"122"	0.487856213298168	-1.40439792148885
"123"	0.0162359948386172	-1.85339329896324
"124"	0.00940910582406161	2.29556311869013
"125"	0.275382111559618	-1.31245925332348
"126"	0.431382334521305	-1.13394935770303
"127"	0.583342974514778	1.2443979318885
"128"	0.056253049609302	2.57058839387821
"129"	0.765234164283463	1.08897769507393
"130"	0.474431692064978	1.42619542503947
"131"	0.355782188611483	1.25206629479563
"132"	0.258837399520333	1.25349188317444
"133"	0.377898739529216	-1.55650907307964
"134"	0.624940429002251	1.34498223180352
"135"	0.0371102620748277	1.69066074969585
"136"	0.697372298257278	1.17476141782418
"137"	0.59156466543328	1.30146703922734
"138"	0.000860263565806574	-2.96406946979086
"139"	0.134010886968927	1.40444514149974
"140"	0.206546727098202	-1.90333882925291
"141"	0.0022861525688768	-2.70795063673088
"142"	0.332000689593258	-1.41987715164083
"143"	0.0093810694587645	-1.77334873703332
"144"	0.905468613826237	-1.05282930521424
"145"	0.0555136575826244	2.8007346737294
"146"	0.680020684149641	1.22493706526314
"147"	0.141454884981385	1.31232199268802
"148"	0.859301713054616	-1.05385268640407
"149"	0.00305089735196177	3.35107132100086
"150"	0.182967564167491	-1.68077769038141
"151"	0.000143148878243929	13.5141434277295
"152"	0.121343998693484	2.18258980230439
"153"	0.957218918509095	1.03058175400649
"154"	0.0787288133954229	2.19135712467612
"155"	0.16378561669362	-1.53083080086444
